"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","Group","ItemType","GramGender","Item","Sentence"
181,"female",18,619.1,"vedette",5,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
182,"male",55,1613.7,"vedette",5,4,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
183,"female",24,1259.74,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
186,"female",23,2102,"vedette",4,4,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
187,"female",29,712.5,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
191,"female",24,487.47,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
193,"male",25,634.36,"vedette",5,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
197,"female",24,1036.88,"vedette",4,5,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
199,"female",22,1516.25,"vedette",4,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
200,"male",23,874.29,"vedette",5,4,2,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
201,"female",22,759.54,"vedette",5,7,6,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
202,"female",23,1016.53,"vedette",3,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
206,"male",19,1317.81,"vedette",4,5,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
209,"female",22,743.66,"vedette",3,4,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
210,"female",20,705.69,"vedette",3,6,4,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
213,"male",24,561.54,"vedette",5,4,2,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
214,"female",20,708.44,"vedette",5,7,1,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
215,"female",21,837.06,"vedette",5,3,3,"2","experimental","feminine","vedette/talent","Une vedette de la chanson a été invitée pour présider le jury."
101,"female",34,793.29,"monument",7,1,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
109,"male",20,711.35,"monument",6,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
111,"female",18,790.93,"monument",7,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
112,"male",19,511.99,"monument",6,2,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
114,"female",18,3516.96,"monument",5,4,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
122,"female",20,461.62,"monument",6,4,7,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
125,"female",18,1084.23,"monument",5,2,3,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
126,"male",18,809.69,"monument",6,3,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
130,"male",21,973.42,"monument",6,2,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
131,"female",20,691.38,"monument",6,2,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
132,"female",19,630.44,"monument",6,1,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
135,"female",20,1442.58,"monument",5,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
136,"female",19,534.27,"monument",5,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
139,"male",23,795.22,"monument",6,3,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
140,"female",22,514.01,"monument",7,4,7,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
141,"male",31,585.42,"monument",6,1,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
144,"N/A",20,1591.58,"monument",6,3,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
155,"female",22,675.05,"monument",6,2,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
158,"female",19,1043.45,"monument",6,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
159,"female",26,969.38,"monument",7,3,7,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
160,"female",47,638.58,"monument",7,1,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
163,"N/A",24,802.71,"monument",5,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
164,"male",30,522.55,"monument",5,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
165,"male",20,568.21,"monument",6,1,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
166,"female",28,560.04,"monument",7,1,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
167,"female",20,462.24,"monument",6,2,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
170,"male",27,529.78,"monument",6,1,2,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
171,"female",22,1200.34,"monument",6,2,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
172,"female",20,519.07,"monument",5,2,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
173,"male",21,526.34,"monument",6,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
174,"female",23,439.01,"monument",4,3,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
177,"female",18,473.81,"monument",4,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
181,"female",18,619.1,"monument",7,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
182,"male",55,1613.7,"monument",6,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
183,"female",24,1259.74,"monument",7,1,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
186,"female",23,2102,"monument",6,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
187,"female",29,712.5,"monument",4,4,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
191,"female",24,487.47,"monument",7,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
193,"male",25,634.36,"monument",7,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
197,"female",24,1036.88,"monument",5,2,3,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
199,"female",22,1516.25,"monument",5,4,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
200,"male",23,874.29,"monument",6,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
201,"female",22,759.54,"monument",5,4,6,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
202,"female",23,1016.53,"monument",6,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
206,"male",19,1317.81,"monument",6,3,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
209,"female",22,743.66,"monument",6,4,4,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
210,"female",20,705.69,"monument",6,2,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
213,"male",24,561.54,"monument",7,4,3,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
214,"female",20,708.44,"monument",5,1,5,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
215,"female",21,837.06,"monument",6,2,3,"2","experimental","masculine","célébrité/monument","C'est un monument du cinéma français."
101,"female",34,793.29,"tete",5,3,6,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
109,"male",20,711.35,"tete",3,4,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
111,"female",18,790.93,"tete",5,3,3,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
112,"male",19,511.99,"tete",4,3,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
114,"female",18,3516.96,"tete",6,4,6,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
122,"female",20,461.62,"tete",5,2,7,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
125,"female",18,1084.23,"tete",5,4,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
126,"male",18,809.69,"tete",4,4,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
130,"male",21,973.42,"tete",5,4,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
131,"female",20,691.38,"tete",3,5,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
132,"female",19,630.44,"tete",5,4,4,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
135,"female",20,1442.58,"tete",4,4,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
136,"female",19,534.27,"tete",4,4,3,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
139,"male",23,795.22,"tete",3,4,4,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
140,"female",22,514.01,"tete",7,4,7,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
141,"male",31,585.42,"tete",5,4,5,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
144,"N/A",20,1591.58,"tete",3,4,7,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
155,"female",22,675.05,"tete",4,4,4,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
158,"female",19,1043.45,"tete",4,4,4,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
159,"female",26,969.38,"tete",6,5,6,"2","experimental","feminine","tête/cerveau","La tête du groupe a accepté une interview à la télé."
